FMID,MarketName,Website,street,city,County,State,zip,x,y
1000685,Apple Country Farmers Market,http://www.applecountryorchards.com,12206 E. Hwy 62,Idalou,Lubbock,Texas,79329,-101.611862,33.666336
1006889,Apple Valley Farmers' Market,,corner of Cty Rd 42 & Galaxy near City Hall,Apple Valley,Dakota County,Minnesota,,-93.2072,44.7309
1000431,Appleton Downtown Farm Market,http://www.appletondowntown.org,100 College Avenue,Appleton,Outagamie,Wisconsin,54911,-88.40703,44.26201
1000432,Appleton Downtown Farm Market,http://www.appletondowntown.org,"100 College Avenue, City Center Plaza",Appleton,Outagamie,Wisconsin,54911,-88.406203,44.261961
1008224,Aptos Farmers Market at Cabrillo College,http://www.montereybayfarmers.org,6500 Soquel Drive,Aptos,Santa Cruz,California,95003,-121.924643,36.988442
1007130,Aquidneck Grange Farmers Market,,499 East Main Rd.,Middletown,NEWPORT,Rhode Island,,-71.2842,41.521
1001738,Aquidneck Growers Markets,http://www.aquidneckgrowersmarket.org,909 East Main Road,Middletown,Newport,Rhode Island,2840,-71.2732884,41.5295811
1004566,ARAB FARMERS MARKET,,307 NORTH MAIN STREET,ARAB,Marshall,Alabama,36016,-86.495876,34.320401
1008482,Arbuckle Certified Farmers Market,,5th & Hall Streets,Arbuckle,,California,95912,,
1001764,Arcade Farmers' Market,,400 W. Main St.,Arcade,Wyoming,New York,14009,-78.4308288,42.5337764
1000558,Arcadia Valley Farmers' Market,,250 South Main Street,Ironton,Iron,Missouri,63650,-90.6278618,37.5945109
1002085,Arcata Plaza Farmers' Market,http://www.humfarm.org,9th and H Streets,Arcata,Humboldt,California,95521,-124.087,40.8686
1002086,Arcata Plaza Farmers' Market,http://www.humfarm.org,Weott Way,Arcata,Humboldt,California,95521,-124.083,40.8665
1001628,Archwood Green Barns Farmers Market,,"Intersection of Rt. 245 & I-66, exit 31",The Plains,Fauquier,Virginia,20198,-77.7875,38.851
1007662,Area Farmers Market,http://www.brazosvalleyfarmersmarket.com,3102 Baldwin Street,Corpus Christi,Nueces,Texas,78405,-97.4258,27.7763
1002798,Arenac Conservation District Farmers Market,http://www.arenacconservationdistrict.com,107 N Main Street,Standish,Arenac,Michigan,48658,-83.961296,43.983428
1007843,Arivaca Market,,"Gadsen Coffee Co., 16800 Arivaca Rd.",Arivaca,Pima County,Arizona,,-111.319,31.591
1002314,Ark City Farm & Art Market,http://www.arkcity.org/CurrentEvents.asp?EID=1457,200 Blcok S. Summit,Arkansas City,Cowley,Kansas,67005,-97.0386,37.0609
1005928,Arkansas County/North Farmers Market,,Main and Sixth,Stuttgart,Arkansas,Arkansas,72160,-91.5488,34.4851
1005927,Arkansas County/South Farmers Market,,The Triangle,DeWitt,Arkansas,Arkansas,72042,-91.3401,34.2823
1002621,Arkansas Home Grown Market I,,Corner of Cantrell and Pleasant Valley,Little Rock,Pulaski,Arkansas,72206,-92.3709,34.7568
1002622,Arkansas Home Grown Market II,,Lakewood Village Mall,Little Rock,Pulaski,Arkansas,72206,-92.2329,34.7955
1002620,Arkansas Home Grown Market III,,YMCA - 12th & Cleveland,Little Rock,Pulaski,Arkansas,72206,-92.3452,34.7404
1001018,Arkansas Local Food Network Online Farmers Market,http://www.littlerock.locallygrown.net,509 Scott St.,Little Rock,Pulaski,Arkansas,72201,-92.269599,34.743076
1002581,Arlene Knudson,,305 N. Buckeye Street,Osgood,Ripley,Indiana,47037,-85.2924,39.1313
1001167,Arlington CFM,,5715 Market Street,Oakland,Alameda,California,,-122.275,37.8421
1002611,Arlington Farmers Market,http://www.Arlingtonfarmersmarket.blogspot.com,200 North Olympic,Arlington,Snohomish,Washington,98223,-122.1264564,48.1936753
1007719,Arlington Farmers Market,http://www.farmersmarketarlington.org/,20 Russell St,Arlington,,Massachusetts,2474,-71.1523,42.4179
1008236,Arlington Farmers Market,http://www.arlingtonhasit.org,123 Raymond Avenue,Poughkeepsie,Dutchess,New York,12603,-73.8963603,41.6818665
1008330,Arlington Farmers Market,http://www.arlingtonparks.us/farmersmarket,1400 N. Courthouse Rd.,Arlington,Arlington,Virginia,22201,-77.08382,38.889646
1003571,Arlington Heights Farmers Market,,N. Arlington Heights Rd. at E. Eastman St.,Arlington,Cook,Illinois,60004,-87.9808,42.086
1004802,Armijo Village Growers' Market,,Isleta Blvd & Arenal Rd,Albuquerque,Bernalillo,New Mexico,,-106.67716,35.052905
1006786,Armory Farmers Market,http://www.farmfresh.org/markets,Parade St and Hudson St,Providence,Providence,Rhode Island,2909,-71.431725,41.813396
1001991,Arnold Farmers Market,,2400 Bradley Beach Road,Arnold,Jefferson,Missouri,63010,-90.341844,38.453347
1000294,Arnold-Mountain Growers Farmers Market,,"Cedar Center, Hwy. 4 & Oak Circle",Murphys,Calaveras,California,95247,-120.362,38.239
1001892,Arroyo Grande Oak Park Plaza Farmers Market,,"East Branch, K-Mart Parking lot",Arroyo Grande,San Luis Obispo,California,93420,-120.604495,35.130092
1001893,Arroyo Grande Spencers CFM,,1464 E. Grand Avenue,Arroyo Grande,SAN LUIS OBISPO,California,,-120.606,35.1221
1002127,Art N Harvest Market,http://www.keepputnambeautiful.org,500 Reid Street,Palatka,Putnam,Florida,32177,-81.6332,29.6481
1006270,Arthur Produce Auction,,354 N Cr-100 E,Arthur,,Illinois,61911,-88.4518,39.7033
1008855,Artisan and Agriculture Market,,72955 Van Dyke Ave.,Bruce Township,Macomb,Michigan,48065,-83.020856,42.831033
1008534,Artisan Foodworks Thursday Evening Market,http://www.artisanfoodworks.com/,9600 North US Hwy 31,Columbus,Bartholomew,Indiana,47201,-85.953111,39.292351
1007842,Artisan Gift and Farmers Market,,"Bear Canyon Shopping Center, (East Tanque Verde Rd. & Catalina Hwy.)",TUCSON,Pima County,Arizona,,-110.799,32.2579
1005081,Arvada Farmers Market,http://www.arvadafarmersmarket.com,57th St. & Olde Wadsworth St.,Arvada,Jefferson,Colorado,80002,-105.081455,39.800138
20004,Arvada Five Parks Farmers Market,http://www.arvadafiveparksfarmersmarket.blogspot.com/,13810 W. 85th Dr.,Arvada,,Colorado,80005,-105.155,39.8488
20005,Asbury Fresh,http://www.asburyfresh.com/,Kennedy Park (on Cookman Ave next to Ivan & Andys,Asbury Park,,New Jersey,7712,-74.0094,40.2164
1004350,Asbury Park Carousel Farmers' Market,,First and Ocean Avenue,Asbury Park,Monmouth,New Jersey,7712,-74.0007788,40.219339
1000397,Ashboro Downtown Farmers Market,,134 South Church Street,Asheboro,Randolph,North Carolina,28801,-79.8175,35.7049
1002490,Ashburn (Chicago) Farmers Market,http://www.cityofchicago.org/specialevents,6700 S. Kedzie Ave.,Chicago,Cook,Illinois,60629,-87.626,41.8851
1003061,Ashburn Farmers Market,http://www.loudounfarmersmarkets.org,44036 Pipeline Plaza,Ashburn,Loudoun,Virginia,20147,-77.477914,39.023117
1007599,Ashburnham Farmers Market,,32 Main St,Ashburnham,,Massachusetts,1430,-71.9098,42.6372
1007600,Ashby Farmers Market,,"Town Common, Main Street, Rte 119",Ashby,,Massachusetts,1431,-71.8208,42.6778
1003575,Ashdown Farmers Market,,Block of East Main St.,Ashdown,Little River,Arkansas,71822,-94.131,33.6747
1003219,Ashe County Farmers Market,http://www.ashefarmersmarket.com,108 Backstreet,West Jefferson,Ashe,North Carolina,28694,-81.493514,36.402494
1006115,Asheville City Market,http://www.asapconnections.org/citymarket.html,161 South Charlotte St.,Asheville,Buncombe,North Carolina,28801,-82.5486,35.5937
1000887,Ashfield Farmers Market,http://www.ashfieldfarmersmarket.com,Ashfield Town Common,Ashfield,Franklin,Massachusetts,1330,-72.790325,42.525744
1008282,Ashfield Farmers Market,,Main St & Baptist Corner Rd,Ashfield,,Massachusetts,1330,,
1007501,ASHFORD FARMERS’ MARKET,,"Pompey Hollow Park, across from the Town Hall",Ashford,Windham,Connecticut,,-72.1646,41.8663
1005158,Ashland Area Farmers Market,,200th Block Chapple Ave,Ashland,Ashland,Wisconsin,54846,-90.8907,46.5882
1000395,Ashland Farmers Market,http://www.AshlandFarmersMarket.org,125 Front Street,Ashland,Middlesex,Massachusetts,1721,-71.461125,42.259924
1008897,Ashland Farmers Market,http://www.facebook.com/ashlandfarmersmarket,121 Thompson St.,Ashland,Hanover,Virginia,23005,-77.483403,37.758687
1004758,Ashland Saturday Market,http://www.rvgrowersmarket.com,Oak Street,Ashland,Jackson,Oregon,97520,-122.714,42.1974
1007787,Ashland Tuesday Market,http://www.rvgrowersmarket.com,1420 East Main,Ashland,Jackson,Oregon,97520,-122.692,42.1945
1000465,Ashland United Methodist Church Farmers Market,http://www.ashlandumc.com/gallery/seeds/seeds.htm,2600 Ashland Road,Columbia,Richland,South Carolina,29210,-81.1279,34.0412
1003642,Ashley County Farmers Market,,Highway 82,Crossett,Ashley,Arkansas,71635,-91.9664,33.1353
1006964,Ashley Farmers Market,,"On East Main Street,",Ashley,McIntosh County,North Dakota,,-99.3684,46.0344
1000836,Ashley Valley Farmers' Market (Vernal),http://www.avfarmersmarket.com,Old Dinosaur Gardens on Main Street (~240East),Vernal,Uintah,Utah,,-109.5240917,40.45574722
1008599,Ashmont/Peabody Square Farmers Market,http://www.smams.org,Opposite 1911 Dorchester Ave,Dorchester,Suffolk,Massachusetts,2124,-71.0643572,42.2855835
1004530,Ashotn Farmers Market,http://www.gardenshelper.blogspot.com,Off Main Street,Ashton,Fremont,Idaho,83420,-111.446,44.0714
20006,Ashtabula Farmers Market,,1119 Bridge Street,Ashtabula,,Ohio,44004,-80.7998,41.8995
1005837,Aspen Saturday Market,,East Hopkins and South Hunter,Aspen,Pitkin,Colorado,81611,-106.817,39.1894
1000086,Astoria Greenmarket,http://www.grownyc.org,14 St - 31 Ave & 31 Rd,Queens,Queens,New York,11106,-73.9325,40.7677
1003661,Astoria Sunday Market,http://www.AstoriaSundayMarket.com,12th Street,Astoria,Clatsop,Oregon,97103,-123.830145,46.189282
1001565,ASU Farmers Market,http://www.students.asu.edu/farmersmarket,300 E Orange Mall,Tempe,Maricopa,Arizona,85281,-111.9349065,33.418338
1001245,ASU Regional Farmers Market,http://www.asuregionalfarmersmarket.org,3300 Aggie Road,Jonesboro,Craighead,Arkansas,72401,-90.667386,35.840745
1004818,ASUEP Natchez Farmers Market,,199 St. Catherine Street,Natchez,Adams,Mississippi,39120,-91.384921,31.556011
20007,ATACs Capitan Farmers Market,http://www.ataclincolncounty.org,115 Smokey Bear Blvd.,Capitan,,New Mexico,88316,-105.573,33.5455
20008,Atascadero Farmers Market,http://www.northcountyfarmersmarkets.com/,Albertson's parking lot on El Camino Real,Atascadero,,Calafornia,93422,-120.664,35.4858
1003911,Atascadero Farmers Market,,Morro Road & El Camino Real,Paso Robles,San Luis Obispo,California,93447,-120.667,35.4882
1001294,Atascadero Main Street CFM,,Palma & Entrada,Atascadero,San Luis Obispo,California,93422,-120.669,35.4901
1002984,Atchison Farmers Market,http://www.atchisonfarmersmarket.com,Between 4th & 6th on Main St.,Atchison,Atchison,Kansas,66002,-95.119747,39.560806
1000448,Athen Farmers Market,,Wilson Park,Athens,Calhoun,Michigan,49011,-85.235,42.0885
1000277,Athens Farmers Market,,"409 Green Street, West",Athens,Limestone,Alabama,35612,-86.9735,34.8013
1003223,Athens Farmers Market,,Jefferson St.,Athens,,Illinois,62613,-89.723,39.9602
1004116,Athens Farmers Market,http://www.athensfarmersmarket.net,705 Sunset Dr.,Athens,Clarke,Georgia,30606,-83.412972,33.964184
1004117,Athens Farmers Market,http://www.athensfarmersmarket.net,301 College Ave,Athens,Clarke,Georgia,30601,-83.376069,33.959771
1005086,Athens Farmers Market,http://www.athensfarmersmarket.org,1000 East State Street,Athens,Athens,Ohio,45701,-82.057915,39.335982
1008857,"Athens Farmers Market, LLC",http://www.athensfarmersmarket.net,300 Sunset Drive (Bishop Park),Athens,Clarke,Georgia,30606,,
1000297,Athens Locally Grown,http://www.athens.locallygrown.net,670 W. Broad Street,Athens,Clarke,Georgia,30603,-83.383849,33.956318
1002987,Atherton Market,http://www.athertonmillandmarket.com,2104 South Boulevard,Charlotte,Mecklenburg,North Carolina,28203,-80.86127,35.20844
1000750,Athol Farmers Market,http://www.townofathol.org,Athol Uptown Common,Athol,Worcester,Massachusetts,1331,-72.2158367,42.5892837
1007307,Atkinson NH Farmers Market,http://www.atkinsonfarmersmarket.org,1 Kip Cam Road,Atkinson,Rockingham,New Hampshire,3811,-71.190087,42.85555
1006095,Atlanta State Farmers Market,,16 Forest Parkway,Forest Park,Clayton,Georgia,30927,-84.4009,33.6168
1000708,Atlantic City Farmers' Market,http://www.acsid.com,1200 Atlantic Avenue between North & South Carolina Avenues,Atlantic City,Atlantic,New Jersey,8401,-74.4256,39.363
1000464,Atlantic Farmers Market,,1200 7th Street E.,Atlantic,Cass,Iowa,50022,-94.9965,41.4043
1006303,Atlantic Highlands Chamber of Commerce Farmers' Market,http://www.AtlanticHighlands.org,111 First Avenue,Atlantic Highlands,Monmouth,New Jersey,7716,-74.0389,40.4128
1000092,Atlas Park Greenmarket,http://www.grownyc.org,Cooper & 80th St (Upper level SW Corner),Queens,Queens,New York,11379,-73.870053,40.709272
1001992,Atmore Farmers Market,,201 East Louisville Avenue,Atmore,Escambia,Alabama,36504,-87.4926,31.0243
1001503,Attala County Farmers Market,,515 Knox Road,Kosciusko,Attala,Mississippi,39090,-89.5801,33.0637
1004743,Attleboro Farmers Market,http://www.attleborofarmersmarket.com,"732 Park Street, Finberg Field",Attleboro,Bristol,Massachusetts,2703,-71.285608,41.944544
1002303,Attleboro/Our Lady of LaSalette,,947 Park Street,Attleboro,Bristol,Massachusetts,2703,-71.2603301,41.9310825
1003005,Atwater Village Farmers' Market,http://www.seela.com,3250 Glendale Blvd.,Los Angeles,Los Angeles,California,90039,-118.2603,34.11838
1000655,Auburn Dewitt Center Farmers Market,http://www.foothillfarmersmarket.com,"DeWitt Center, B Avenue at First Street",Auburn,Placer,California,95602,-121.098,38.9218
1006311,Auburn Farmer's Market,http://www.cityofauburn-ga.org/,corner of Fourth Avenue and Mt. Moriah Road,Auburn,Barrow,Georgia,30011,-83.828,34.0137
1002377,Auburn Farmers Co-op Market Inc.,http://www.Auburnfarmerscoopmarketinc.com,97 state street,Auburn,Cayuga,New York,13021,-76.57035,42.93381
1001349,Auburn Farmers Market,,Courthouse Square,Auburn,Placer,Indiana,46706,-85.0514,41.3606
1003772,Auburn Farmers Market,http://www.auburnpres.org,Auburn Presbyterian Church,Auburn,Shawnee,Kansas,66402,-95.8156,38.9101
1006712,Auburn Farmers Market,,"369 Southbridge St, Auburn Library Parking Lot, Rte 12",Auburn,,Massachusetts,1501,-71.8358,42.2047
1006410,Auburn Hills Farmers Market,http://www.auburnhills.org/farmersmarket,3308 Auburn Rd,Auburn Hills,Oakland,Michigan,48326,-83.2225,42.633
1003115,Auburn International Farmers Market,http://www.auburnfarmersmarket.org,23 A Street SW,Auburn,King,Washington,98001,-122.231697,47.306682
1000662,Auburn Lake of Pines Farmers Market,http://www.foothillfarmersmarket.com,Red Wagon Restaurant parking lot,Auburn,Placer,California,95603,-121.051,39.0214
1001569,Auburn Marketplace Farmers Market,,Lincoln Way & Cherry Ave.,Auburn,Placer,California,95603,-121.068,38.9007
1000736,Auburn Old Town Farmers Market,http://www.foothillfarmersmarket.com,Auburn-Folsom Rd. & Lincoln Way,Auburn,Placer,California,95603,-121.076,38.8961
1003923,Audubon Farmers Market,http://www.audubonneighborhood.org/content/audubon-farmers’-market,Johnson Street NE and 27th Ave NE,Minneapolis,Hennepin,Minnesota,55418,-93.237129,45.016819
1005375,Audubon Farmers Market,,"City Park, east side",Audubon,Audubon,Iowa,50025,-94.9375,41.7386
1003866,Augsburg Farmers Market,http://www.iatp.org/minimarkets,7th St S and 22 Ave S,Minneapolis,Hennepin,Minnesota,,-93.2407,44.9665
1004300,Augusta Farmers' Market at Mill Park,http://www.augustamaine.gov/index.asp?Type=B_BASIC&SEC={FFE91C07-6389-4065-B49A-6EEF08D7D3B5}&DE=,"Mill Park, Rt. 104",Augusta,Kennebec,Maine,4330,-69.7725,44.3074
1000870,Augusta State Farmer's Market,http://WWW.AGR.GEORGIA.GOV,1150 5TH STREET,AUGUSTA,Richmond,Georgia,30901,-81.9641247,33.462514
1003304,Aurora Community Farmers Market,,208 16th St.,Aurora,Hamilton,Nebraska,68818,-97.9965419,40.8587442
1004689,Aurora Farmers Market,http://www.denverfarmersmarket.com,333 North Havana Street,Aurora,Arapahoe,Colorado,,-104.867,39.7215
1000559,Aurora Local Farmer's Market - Summer Market,,Oak Street & Park Avenue,Aurora,Lawrence,Missouri,65605,-93.720373,36.969899
1005604,Aurora Local Farmers' Market,,Park Ave. and Church St,Aurora,Lawrence,Missouri,65605,-93.71669009,36.97063029
1001555,Aurora's Farmers Market Downtown,http://www.aurora-il.orgwww.aurora-il.org/community_services/city_events/events/farmersmarket.php,233 N. Broadway,Aurora,Kane,Illinois,60505,-88.308833,41.761885
1001556,Aurora's Farmers Market East,http://www.aurora-il.org/community_services/city_events/events/farmersmarket.php,"Our Lady of Mercy Catholic Church, 701 S. Eola Road",Aurora,DuPage,Illinois,60504,-88.24825,41.743448
1001567,Aurora's Farmers Market West,http://www.aurora-il.org/community_services/city_events/events/farmersmarket.php,1901 W. Galena Boulevard,Aurora,Kane,Illinois,60506,-88.362363,41.76481
1001695,Ausable Valley Farmers Market,,,Ausable Forks,Essex,New York,12912,-73.6676,44.4427
1002491,Austin (Chicago) Farmers Market,http://www.cityofchicago.org/specialevents,5600 W. Madison St.,Chicago,Cook,Illinois,60644,-87.626,41.8851
1004760,Austin Farmer's Market,http://www.austinsfarmersmarket.org,Oakland Ave & 4th Street NE,Austin,Mower,Minnesota,55912,-92.9698299,43.6665583
1008763,Austin Farmer's Market - Winter Indoor Market,http://www.austinsfarmersmarket.org,1301 18th Ave NW,Austin,Mower,Minnesota,55912,-92.9905169,43.6848112
1007654,Austin Farmers Market Association III,http://www.austinfarmersmarket.org,1416 Montopolis Drive,Austin,Travis,Texas,78757,-97.7003,30.2298
1007655,Austin Farmers Market Association VI,http://www.austinfarmersmarket.org,7500 Blessing,Austin,Travis,Texas,78752,-97.693,30.332
1005376,Ava Farmers Market,,Main St. & Fifth,Ava,Jackson,Illinois,62907,-89.4946,37.8883
1005227,Ava Growers' Market,,Center of the Square in Ava MO,Norwood,Wright,Missouri,65717,-92.4148865,37.1083858
1003539,Aventura mall market,http://www.rhemrketcompany.org,19501 biscayne boulevard,adventura,Miami-Dade,Florida,33138,-80.17362,25.87024
1007033,Avery County Farmers Market,,Newland Elementary School Parking Lot Highway 18,Newland,Avery County,North Carolina,,-81.9219,36.0822
1003297,Avila Beach Farmers Market,,Front Street Promenade,Avila Beach,San Luis Obispo,California,93424,-120.733,35.1786
1000898,Avon Market Days,http://www.avonfarmersmarket.org,270 East Main St.,Avon,Livingston,New York,14414,-77.733822,42.910709
20009,Avon Park Farmers Market,http://www.facebook.com/avonparkfarmersmarket,Donoldson Park,Avon Park,,Florida,33825,-81.5062,27.5959
1007131,Avondale Farmers Market,,92 Watch Hill Road,Westerly,WASHINGTON,Rhode Island,,-71.8303,41.3341
